GENE.SET	NR.GENES	NR.SIG.GENES	P.VALUE
NEGATIVE REGULATION OF PRODUCTION OF MIRNAS INVOLVED IN GENE SILENCING BY MIRNA%GOBP%GO:1903799	7	5	0.671492204899777
CLEAVAGE FURROW FORMATION%GOBP%GO:0036089	7	5	0.671492204899777
REGULATION OF INTERLEUKIN-5 PRODUCTION%GOBP%GO:0032674	7	5	0.671492204899777
MITOCHONDRIAL TRNA MODIFICATION%GOBP%GO:0070900	7	5	0.671492204899777
MAST CELL ACTIVATION INVOLVED IN IMMUNE RESPONSE%GOBP%GO:0002279	7	5	0.671492204899777
NEGATIVE REGULATION OF LYMPHOCYTE MIGRATION%GOBP%GO:2000402	7	5	0.671492204899777
NEGATIVE REGULATION OF AMINE TRANSPORT%GOBP%GO:0051953	7	5	0.671492204899777
PROTEIN KINASE C SIGNALING%GOBP%GO:0070528	7	5	0.671492204899777
POTASSIUM ION EXPORT%GOBP%GO:0071435	7	5	0.671492204899777
OXYGEN TRANSPORT%GOBP%GO:0015671	7	5	0.671492204899777
INTERLEUKIN-21-MEDIATED SIGNALING PATHWAY%GOBP%GO:0038114	7	5	0.671492204899777
REGULATION OF ISOMERASE ACTIVITY%GOBP%GO:0010911	7	5	0.671492204899777
REGULATION OF CHOLESTEROL ESTERIFICATION%GOBP%GO:0010872	7	5	0.671492204899777
NEGATIVE REGULATION OF MEMBRANE PROTEIN ECTODOMAIN PROTEOLYSIS%GOBP%GO:0051045	7	5	0.671492204899777
REGULATION OF CHEMOKINE-MEDIATED SIGNALING PATHWAY%GOBP%GO:0070099	7	5	0.671492204899777
CELLULAR RESPONSE TO VITAMIN%GOBP%GO:0071295	7	5	0.671492204899777
CELLULAR RESPONSE TO INTERLEUKIN-21%GOBP%GO:0098757	7	5	0.671492204899777
CELLULAR RESPONSE TO PROSTAGLANDIN E STIMULUS%GOBP%GO:0071380	7	5	0.671492204899777
THYROID HORMONE GENERATION%GOBP%GO:0006590	7	5	0.671492204899777
CELL AGGREGATION%GOBP%GO:0098743	7	5	0.671492204899777
REGULATION OF PHOSPHATIDYLINOSITOL BIOSYNTHETIC PROCESS%GOBP%GO:0010511	7	5	0.671492204899777
ACROSOME REACTION%GOBP%GO:0007340	7	5	0.671492204899777
RESPONSE TO INTERLEUKIN-21%GOBP%GO:0098756	7	5	0.671492204899777
RNA INTERFERENCE%GOBP%GO:0016246	7	5	0.671492204899777
REGULATION OF DOPAMINE RECEPTOR SIGNALING PATHWAY%GOBP%GO:0060159	7	5	0.671492204899777
NEGATIVE REGULATION OF INTERLEUKIN-17 PRODUCTION%GOBP%GO:0032700	7	5	0.671492204899777
NEGATIVE REGULATION OF ANTIGEN PROCESSING AND PRESENTATION%GOBP%GO:0002578	7	5	0.671492204899777
IMMUNOLOGICAL SYNAPSE FORMATION%GOBP%GO:0001771	7	5	0.671492204899777
REGULATION OF PHOSPHOLIPASE A2 ACTIVITY%GOBP%GO:0032429	7	5	0.671492204899777
RESPONSE TO INTERLEUKIN-9%GOBP%GO:0071104	7	5	0.671492204899777
LENS FIBER CELL DIFFERENTIATION%GOBP%GO:0070306	7	5	0.671492204899777
MITOCHONDRIAL RNA MODIFICATION%GOBP%GO:1900864	7	5	0.671492204899777
POSITIVE REGULATION OF MITOTIC CELL CYCLE SPINDLE ASSEMBLY CHECKPOINT%GOBP%GO:0090267	7	5	0.671492204899777
MITOTIC NUCLEAR ENVELOPE REASSEMBLY%GOBP%GO:0007084	7	5	0.671492204899777
INTERLEUKIN-9-MEDIATED SIGNALING PATHWAY%GOBP%GO:0038113	7	5	0.671492204899777
POSITIVE REGULATION OF SPINDLE CHECKPOINT%GOBP%GO:0090232	7	5	0.671492204899777
POSITIVE REGULATION OF ISOMERASE ACTIVITY%GOBP%GO:0010912	7	5	0.671492204899777
MAST CELL DEGRANULATION%GOBP%GO:0043303	7	5	0.671492204899777
POSITIVE REGULATION OF CELL CYCLE CHECKPOINT%GOBP%GO:1901978	7	5	0.671492204899777
THYROID HORMONE METABOLIC PROCESS%GOBP%GO:0042403	7	5	0.671492204899777
POSITIVE REGULATION OF CELLULAR EXTRAVASATION%GOBP%GO:0002693	7	5	0.671492204899777
REGULATION OF LEUKOCYTE ADHESION TO VASCULAR ENDOTHELIAL CELL%GOBP%GO:1904994	7	5	0.671492204899777
EMBRYONIC SKELETAL JOINT DEVELOPMENT%GOBP%GO:0072498	7	5	0.671492204899777
REGULATION OF CELL-CELL ADHESION MEDIATED BY CADHERIN%GOBP%GO:2000047	7	5	0.671492204899777
G-QUADRUPLEX DNA UNWINDING%GOBP%GO:0044806	7	5	0.671492204899777
RESPONSE TO LIPID%GOBP%GO:0033993	334	153	0.671492204899777
MRNA CATABOLIC PROCESS%GOBP%GO:0006402	185	87	0.671492204899777
CELL JUNCTION ORGANIZATION%REACTOME DATABASE ID RELEASE 65%446728	72	36	0.671492204899777
DRUG CATABOLIC PROCESS%GOBP%GO:0042737	72	36	0.671492204899777
NEGATIVE REGULATION OF BLOOD VESSEL MORPHOGENESIS%GOBP%GO:2000181	72	36	0.671492204899777
REGULATION OF PHOSPHATIDYLINOSITOL 3-KINASE SIGNALING%GOBP%GO:0014066	72	36	0.671492204899777
CAMP-MEDIATED SIGNALING%GOBP%GO:0019933	59	30	0.671492204899777
PID_RXR_VDR_PATHWAY%MSIGDB_C2%PID_RXR_VDR_PATHWAY	25	14	0.671492204899777
RXR AND RAR HETERODIMERIZATION WITH OTHER NUCLEAR RECEPTOR%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%RXR AND RAR HETERODIMERIZATION WITH OTHER NUCLEAR RECEPTOR	25	14	0.671492204899777
TRANSCRIPTIONAL REGULATION OF PLURIPOTENT STEM CELLS%REACTOME DATABASE ID RELEASE 65%452723	25	14	0.671492204899777
FEMALE GONAD DEVELOPMENT%GOBP%GO:0008585	25	14	0.671492204899777
NEGATIVE REGULATION OF T CELL DIFFERENTIATION%GOBP%GO:0045581	25	14	0.671492204899777
REGULATION OF PROTEIN LOCALIZATION TO CELL SURFACE%GOBP%GO:2000008	25	14	0.671492204899777
REGULATION OF GASTRULATION%GOBP%GO:0010470	25	14	0.671492204899777
POSITIVE REGULATION OF STRIATED MUSCLE CELL DIFFERENTIATION%GOBP%GO:0051155	25	14	0.671492204899777
REGULATION OF REPRODUCTIVE PROCESS%GOBP%GO:2000241	44	23	0.671492204899777
PROTEIN PROCESSING%GOBP%GO:0016485	105	51	0.671492204899777
O-LINKED GLYCOSYLATION%REACTOME DATABASE ID RELEASE 65%5173105	83	41	0.671492204899777
HALLMARK_PANCREAS_BETA_CELLS%MSIGDB_C2%HALLMARK_PANCREAS_BETA_CELLS	23	13	0.671492204899777
FCERI MEDIATED CA+2 MOBILIZATION%REACTOME%R-HSA-2871809.1	23	13	0.671492204899777
MULTI-ORGANISM LOCALIZATION%GOBP%GO:1902579	23	13	0.671492204899777
CARBOHYDRATE TRANSMEMBRANE TRANSPORT%GOBP%GO:0034219	23	13	0.671492204899777
REGULATION OF VASCULAR ENDOTHELIAL GROWTH FACTOR PRODUCTION%GOBP%GO:0010574	23	13	0.671492204899777
MULTI-ORGANISM TRANSPORT%GOBP%GO:0044766	23	13	0.671492204899777
NEPHRON TUBULE MORPHOGENESIS%GOBP%GO:0072078	23	13	0.671492204899777
NEGATIVE REGULATION OF CHROMOSOME SEGREGATION%GOBP%GO:0051985	23	13	0.671492204899777
NEGATIVE REGULATION OF BMP SIGNALING PATHWAY%GOBP%GO:0030514	23	13	0.671492204899777
NEGATIVE REGULATION OF SISTER CHROMATID SEGREGATION%GOBP%GO:0033046	23	13	0.671492204899777
NEGATIVE REGULATION OF CATALYTIC ACTIVITY%GOBP%GO:0043086	439	199	0.671492204899777
NEGATIVE REGULATION OF ANGIOGENESIS%GOBP%GO:0016525	70	35	0.671492204899777
REGULATION OF PHAGOCYTOSIS%GOBP%GO:0050764	42	22	0.671492204899777
PEPTIDYL-TYROSINE AUTOPHOSPHORYLATION%GOBP%GO:0038083	42	22	0.671492204899777
PID_S1P_META_PATHWAY%MSIGDB_C2%PID_S1P_META_PATHWAY	21	12	0.671492204899777
PID_S1P_S1P1_PATHWAY%MSIGDB_C2%PID_S1P_S1P1_PATHWAY	21	12	0.671492204899777
SPHINGOSINE 1-PHOSPHATE (S1P) PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%SPHINGOSINE 1-PHOSPHATE (S1P) PATHWAY	21	12	0.671492204899777
MITOCHONDRIAL TRNA AMINOACYLATION%REACTOME%R-HSA-379726.1	21	12	0.671492204899777
ERK MAPK TARGETS%REACTOME%R-HSA-198753.1	21	12	0.671492204899777
FORMATION OF FIBRIN CLOT (CLOTTING CASCADE)%REACTOME%R-HSA-140877.2	21	12	0.671492204899777
NEGATIVE REGULATION OF CHEMOTAXIS%GOBP%GO:0050922	21	12	0.671492204899777
NEGATIVE REGULATION OF MITOTIC SISTER CHROMATID SEGREGATION%GOBP%GO:0033048	21	12	0.671492204899777
NADP METABOLIC PROCESS%GOBP%GO:0006739	21	12	0.671492204899777
ANTIMICROBIAL HUMORAL IMMUNE RESPONSE MEDIATED BY ANTIMICROBIAL PEPTIDE%GOBP%GO:0061844	21	12	0.671492204899777
PEPTIDE HORMONE PROCESSING%GOBP%GO:0016486	21	12	0.671492204899777
CELLULAR RESPONSE TO INTERLEUKIN-6%GOBP%GO:0071354	21	12	0.671492204899777
BIOCARTA_NUCLEARRS_PATHWAY%MSIGDB_C2%BIOCARTA_NUCLEARRS_PATHWAY	9	6	0.671492204899777
BUTYROPHILIN (BTN) FAMILY INTERACTIONS%REACTOME%R-HSA-8851680.3	9	6	0.671492204899777
LYSOSPHINGOLIPID AND LPA RECEPTORS%REACTOME DATABASE ID RELEASE 65%419408	9	6	0.671492204899777
INTERLEUKIN-21 SIGNALING%REACTOME%R-HSA-9020958.2	9	6	0.671492204899777
MITOCHONDRIAL FATTY ACID BETA-OXIDATION OF SATURATED FATTY ACIDS%REACTOME DATABASE ID RELEASE 65%77286	9	6	0.671492204899777
PHENYLALANINE AND TYROSINE CATABOLISM%REACTOME%R-HSA-71182.3	9	6	0.671492204899777
PYRIMIDINE SALVAGE%REACTOME DATABASE ID RELEASE 65%73614	9	6	0.671492204899777
L-ASCORBIC ACID METABOLIC PROCESS%GOBP%GO:0019852	9	6	0.671492204899777
T CELL LINEAGE COMMITMENT%GOBP%GO:0002360	9	6	0.671492204899777
POSITIVE REGULATION OF SKELETAL MUSCLE TISSUE DEVELOPMENT%GOBP%GO:0048643	9	6	0.671492204899777
ERYTHROSE 4-PHOSPHATE/PHOSPHOENOLPYRUVATE FAMILY AMINO ACID CATABOLIC PROCESS%GOBP%GO:1902222	9	6	0.671492204899777
ALPHA-BETA T CELL LINEAGE COMMITMENT%GOBP%GO:0002363	9	6	0.671492204899777
POSITIVE REGULATION OF CALCIUM ION IMPORT%GOBP%GO:0090280	9	6	0.671492204899777
RESPONSE TO THYROID HORMONE%GOBP%GO:0097066	9	6	0.671492204899777
APOPTOTIC PROCESS INVOLVED IN DEVELOPMENT%GOBP%GO:1902742	9	6	0.671492204899777
ERYTHROSE 4-PHOSPHATE/PHOSPHOENOLPYRUVATE FAMILY AMINO ACID METABOLIC PROCESS%GOBP%GO:1902221	9	6	0.671492204899777
REGULATION OF MACROPHAGE CYTOKINE PRODUCTION%GOBP%GO:0010935	9	6	0.671492204899777
CELL-CELL JUNCTION MAINTENANCE%GOBP%GO:0045217	9	6	0.671492204899777
NEPHRIC DUCT DEVELOPMENT%GOBP%GO:0072176	9	6	0.671492204899777
REGULATION OF BONE DEVELOPMENT%GOBP%GO:1903010	9	6	0.671492204899777
REGULATION OF TOLL-LIKE RECEPTOR 2 SIGNALING PATHWAY%GOBP%GO:0034135	9	6	0.671492204899777
ESTABLISHMENT OF VIRAL LATENCY%GOBP%GO:0019043	9	6	0.671492204899777
MATURE B CELL DIFFERENTIATION%GOBP%GO:0002335	9	6	0.671492204899777
MATURE B CELL DIFFERENTIATION INVOLVED IN IMMUNE RESPONSE%GOBP%GO:0002313	9	6	0.671492204899777
L-PHENYLALANINE CATABOLIC PROCESS%GOBP%GO:0006559	9	6	0.671492204899777
REGULATION OF LAMELLIPODIUM MORPHOGENESIS%GOBP%GO:2000392	9	6	0.671492204899777
REGULATION OF ANGIOTENSIN LEVELS IN BLOOD%GOBP%GO:0002002	9	6	0.671492204899777
REGULATION OF DENDRITIC CELL DIFFERENTIATION%GOBP%GO:2001198	9	6	0.671492204899777
ANGIOTENSIN MATURATION%GOBP%GO:0002003	9	6	0.671492204899777
RESPONSE TO FUNGUS%GOBP%GO:0009620	9	6	0.671492204899777
GLIAL CELL MIGRATION%GOBP%GO:0008347	9	6	0.671492204899777
GAS TRANSPORT%GOBP%GO:0015669	9	6	0.671492204899777
NEGATIVE REGULATION OF LIPASE ACTIVITY%GOBP%GO:0060192	9	6	0.671492204899777
REGULATION OF INTEGRIN ACTIVATION%GOBP%GO:0033623	9	6	0.671492204899777
NOTCH SIGNALING INVOLVED IN HEART DEVELOPMENT%GOBP%GO:0061314	9	6	0.671492204899777
CD4-POSITIVE OR CD8-POSITIVE, ALPHA-BETA T CELL LINEAGE COMMITMENT%GOBP%GO:0043369	9	6	0.671492204899777
NEGATIVE REGULATION OF PROTEIN LOCALIZATION TO CELL SURFACE%GOBP%GO:2000009	9	6	0.671492204899777
L-PHENYLALANINE METABOLIC PROCESS%GOBP%GO:0006558	9	6	0.671492204899777
MEMBRANE RAFT ASSEMBLY%GOBP%GO:0001765	9	6	0.671492204899777
DETECTION OF OTHER ORGANISM%GOBP%GO:0098543	9	6	0.671492204899777
NEGATIVE REGULATION OF SODIUM ION TRANSMEMBRANE TRANSPORT%GOBP%GO:1902306	9	6	0.671492204899777
CD4-POSITIVE, ALPHA-BETA T CELL LINEAGE COMMITMENT%GOBP%GO:0043373	9	6	0.671492204899777
POSITIVE REGULATION OF VASOCONSTRICTION%GOBP%GO:0045907	9	6	0.671492204899777
MUSCLE CELL CELLULAR HOMEOSTASIS%GOBP%GO:0046716	9	6	0.671492204899777
SPLICEOSOMAL TRI-SNRNP COMPLEX ASSEMBLY%GOBP%GO:0000244	9	6	0.671492204899777
MICRORNA (MIRNA) BIOGENESIS%REACTOME DATABASE ID RELEASE 65%203927	19	11	0.671492204899777
NEGATIVE REGULATION OF INTERFERON-GAMMA PRODUCTION%GOBP%GO:0032689	19	11	0.671492204899777
EPIBOLY INVOLVED IN WOUND HEALING%GOBP%GO:0090505	19	11	0.671492204899777
COMPLEMENT ACTIVATION%GOBP%GO:0006956	19	11	0.671492204899777
WOUND HEALING, SPREADING OF CELLS%GOBP%GO:0044319	19	11	0.671492204899777
REGULATION OF SKELETAL MUSCLE TISSUE DEVELOPMENT%GOBP%GO:0048641	19	11	0.671492204899777
REGULATION OF SMOOTH MUSCLE CELL DIFFERENTIATION%GOBP%GO:0051150	19	11	0.671492204899777
NEGATIVE REGULATION OF GENE SILENCING%GOBP%GO:0060969	19	11	0.671492204899777
PANCREAS DEVELOPMENT%GOBP%GO:0031016	19	11	0.671492204899777
REGULATION OF ORGANIC ACID TRANSPORT%GOBP%GO:0032890	19	11	0.671492204899777
NEGATIVE REGULATION OF CELL JUNCTION ASSEMBLY%GOBP%GO:1901889	19	11	0.671492204899777
POSITIVE REGULATION OF PEPTIDE SECRETION%GOBP%GO:0002793	132	63	0.671492204899777
PID_FAK_PATHWAY%MSIGDB_C2%PID_FAK_PATHWAY	55	28	0.671492204899777
DEGRADATION OF DVL%REACTOME%R-HSA-4641258.2	55	28	0.671492204899777
REGULATION OF PEPTIDE SECRETION%GOBP%GO:0002791	233	108	0.671492204899777
CELL JUNCTION ASSEMBLY%GOBP%GO:0034329	101	49	0.671492204899777
RHYTHMIC PROCESS%GOBP%GO:0048511	90	44	0.671492204899777
CHROMOSOME MAINTENANCE%REACTOME%R-HSA-73886.1	79	39	0.671492204899777
NUCLEOTIDE METABOLISM%REACTOME%R-HSA-15869.4	79	39	0.671492204899777
REGULATION OF CHEMOKINE PRODUCTION%GOBP%GO:0032642	40	21	0.671492204899777
RNA METHYLATION%GOBP%GO:0001510	40	21	0.671492204899777
POSITIVE REGULATION OF TUMOR NECROSIS FACTOR PRODUCTION%GOBP%GO:0032760	40	21	0.671492204899777
SPLICEOSOMAL COMPLEX ASSEMBLY%GOBP%GO:0000245	40	21	0.671492204899777
CARDIAC SEPTUM MORPHOGENESIS%GOBP%GO:0060411	40	21	0.671492204899777
TRANSLESION SYNTHESIS BY POLK%REACTOME DATABASE ID RELEASE 65%5655862	17	10	0.671492204899777
TRANSLESION SYNTHESIS BY POLI%REACTOME DATABASE ID RELEASE 65%5656121	17	10	0.671492204899777
CGMP EFFECTS%REACTOME DATABASE ID RELEASE 65%418457	17	10	0.671492204899777
SPINDLE ASSEMBLY CHECKPOINT%GOBP%GO:0071173	17	10	0.671492204899777
MITOTIC SPINDLE CHECKPOINT%GOBP%GO:0071174	17	10	0.671492204899777
POSITIVE REGULATION OF MONOCYTE CHEMOTAXIS%GOBP%GO:0090026	17	10	0.671492204899777
NEGATIVE REGULATION OF INTERLEUKIN-6 PRODUCTION%GOBP%GO:0032715	17	10	0.671492204899777
REGULATION OF MICROTUBULE-BASED MOVEMENT%GOBP%GO:0060632	17	10	0.671492204899777
MITOTIC SPINDLE ASSEMBLY CHECKPOINT%GOBP%GO:0007094	17	10	0.671492204899777
RESPONSE TO INTERFERON-BETA%GOBP%GO:0035456	17	10	0.671492204899777
REGULATION OF ENDOTHELIAL CELL CHEMOTAXIS%GOBP%GO:2001026	17	10	0.671492204899777
NEGATIVE REGULATION OF MITOTIC METAPHASE/ANAPHASE TRANSITION%GOBP%GO:0045841	17	10	0.671492204899777
NEGATIVE REGULATION OF METAPHASE/ANAPHASE TRANSITION OF CELL CYCLE%GOBP%GO:1902100	17	10	0.671492204899777
REGULATION OF HOMOTYPIC CELL-CELL ADHESION%GOBP%GO:0034110	17	10	0.671492204899777
RESPONSE TO EXOGENOUS DSRNA%GOBP%GO:0043330	17	10	0.671492204899777
POSITIVE REGULATION OF PHOSPHATASE ACTIVITY%GOBP%GO:0010922	17	10	0.671492204899777
ATRIOVENTRICULAR VALVE MORPHOGENESIS%GOBP%GO:0003181	17	10	0.671492204899777
NEGATIVE REGULATION OF LYMPHOCYTE MEDIATED IMMUNITY%GOBP%GO:0002707	17	10	0.671492204899777
SPINDLE CHECKPOINT%GOBP%GO:0031577	17	10	0.671492204899777
URETERIC BUD MORPHOGENESIS%GOBP%GO:0060675	17	10	0.671492204899777
BIOCARTA_ETC_PATHWAY%MSIGDB_C2%BIOCARTA_ETC_PATHWAY	11	7	0.671492204899777
BIOCARTA_AKAP13_PATHWAY%MSIGDB_C2%BIOCARTA_AKAP13_PATHWAY	11	7	0.671492204899777
BIOCARTA_VITCB_PATHWAY%MSIGDB_C2%BIOCARTA_VITCB_PATHWAY	11	7	0.671492204899777
BIOCARTA_SET_PATHWAY%MSIGDB_C2%BIOCARTA_SET_PATHWAY	11	7	0.671492204899777
REGULATION OF TLR BY ENDOGENOUS LIGAND%REACTOME DATABASE ID RELEASE 65%5686938	11	7	0.671492204899777
PROCESSING OF SMDT1%REACTOME%R-HSA-8949664.1	11	7	0.671492204899777
ASSEMBLY OF ACTIVE LPL AND LIPC LIPASE COMPLEXES%REACTOME DATABASE ID RELEASE 65%8963889	11	7	0.671492204899777
EARLY PHASE OF HIV LIFE CYCLE%REACTOME%R-HSA-162594.2	11	7	0.671492204899777
PROCESSIVE SYNTHESIS ON THE C-STRAND OF THE TELOMERE%REACTOME DATABASE ID RELEASE 65%174414	11	7	0.671492204899777
SLBP DEPENDENT PROCESSING OF REPLICATION-DEPENDENT HISTONE PRE-MRNAS%REACTOME DATABASE ID RELEASE 65%77588	11	7	0.671492204899777
RHO GTPASES ACTIVATE NADPH OXIDASES%REACTOME%R-HSA-5668599.4	11	7	0.671492204899777
THE ACTIVATION OF ARYLSULFATASES%REACTOME%R-HSA-1663150.1	11	7	0.671492204899777
GRB2:SOS PROVIDES LINKAGE TO MAPK SIGNALING FOR INTEGRINS%REACTOME DATABASE ID RELEASE 65%354194	11	7	0.671492204899777
NEGATIVE REGULATION OF SMOOTH MUSCLE CELL DIFFERENTIATION%GOBP%GO:0051151	11	7	0.671492204899777
MUCOSAL IMMUNE RESPONSE%GOBP%GO:0002385	11	7	0.671492204899777
SENSORY PERCEPTION OF TASTE%GOBP%GO:0050909	11	7	0.671492204899777
PROTEIN-COFACTOR LINKAGE%GOBP%GO:0018065	11	7	0.671492204899777
POSITIVE REGULATION OF ALCOHOL BIOSYNTHETIC PROCESS%GOBP%GO:1902932	11	7	0.671492204899777
NEGATIVE REGULATION OF PRI-MIRNA TRANSCRIPTION BY RNA POLYMERASE II%GOBP%GO:1902894	11	7	0.671492204899777
PYRIMIDINE NUCLEOSIDE CATABOLIC PROCESS%GOBP%GO:0046135	11	7	0.671492204899777
MICROTUBULE DEPOLYMERIZATION%GOBP%GO:0007019	11	7	0.671492204899777
REGULATION OF PSEUDOPODIUM ASSEMBLY%GOBP%GO:0031272	11	7	0.671492204899777
BLOOD VESSEL REMODELING%GOBP%GO:0001974	11	7	0.671492204899777
ETHANOL METABOLIC PROCESS%GOBP%GO:0006067	11	7	0.671492204899777
RRNA 3'-END PROCESSING%GOBP%GO:0031125	11	7	0.671492204899777
ASTROCYTE DIFFERENTIATION%GOBP%GO:0048708	11	7	0.671492204899777
NEGATIVE REGULATION OF T-HELPER CELL DIFFERENTIATION%GOBP%GO:0045623	11	7	0.671492204899777
DETECTION OF EXTERNAL BIOTIC STIMULUS%GOBP%GO:0098581	11	7	0.671492204899777
RESPONSE TO LEPTIN%GOBP%GO:0044321	11	7	0.671492204899777
NEGATIVE REGULATION OF GENE SILENCING BY MIRNA%GOBP%GO:0060965	11	7	0.671492204899777
POSITIVE REGULATION OF ISOTYPE SWITCHING%GOBP%GO:0045830	11	7	0.671492204899777
POSITIVE REGULATION OF PSEUDOPODIUM ASSEMBLY%GOBP%GO:0031274	11	7	0.671492204899777
SA_MMP_CYTOKINE_CONNECTION%MSIGDB_C2%SA_MMP_CYTOKINE_CONNECTION	15	9	0.672757475083056
PID_CIRCADIAN_PATHWAY%MSIGDB_C2%PID_CIRCADIAN_PATHWAY	15	9	0.672757475083056
CIRCADIAN RHYTHM PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%CIRCADIAN RHYTHM PATHWAY	15	9	0.672757475083056
INITIAL TRIGGERING OF COMPLEMENT%REACTOME%R-HSA-166663.2	15	9	0.672757475083056
NEGATIVE REGULATION OF ADHERENS JUNCTION ORGANIZATION%GOBP%GO:1903392	15	9	0.672757475083056
REGULATION OF BICELLULAR TIGHT JUNCTION ASSEMBLY%GOBP%GO:2000810	15	9	0.672757475083056
LENS DEVELOPMENT IN CAMERA-TYPE EYE%GOBP%GO:0002088	15	9	0.672757475083056
REGULATION OF FIBROBLAST GROWTH FACTOR RECEPTOR SIGNALING PATHWAY%GOBP%GO:0040036	15	9	0.672757475083056
DENDRITIC CELL CHEMOTAXIS%GOBP%GO:0002407	15	9	0.672757475083056
DNA LIGATION%GOBP%GO:0006266	15	9	0.672757475083056
BIOCARTA_DC_PATHWAY%MSIGDB_C2%BIOCARTA_DC_PATHWAY	13	8	0.673637864611998
BLOOD COAGULATION, FIBRIN CLOT FORMATION%GOBP%GO:0072378	13	8	0.673637864611998
ENDOCRINE PANCREAS DEVELOPMENT%GOBP%GO:0031018	13	8	0.673637864611998
REGULATION OF POSITIVE CHEMOTAXIS%GOBP%GO:0050926	13	8	0.673637864611998
RELAXATION OF MUSCLE%GOBP%GO:0090075	13	8	0.673637864611998
EMBRYONIC AXIS SPECIFICATION%GOBP%GO:0000578	13	8	0.673637864611998
TOLL-LIKE RECEPTOR 4 SIGNALING PATHWAY%GOBP%GO:0034142	13	8	0.673637864611998
RESPIRATORY GASEOUS EXCHANGE%GOBP%GO:0007585	13	8	0.673637864611998
NEGATIVE REGULATION OF INTERLEUKIN-8 PRODUCTION%GOBP%GO:0032717	13	8	0.673637864611998
HYALURONAN CATABOLIC PROCESS%GOBP%GO:0030214	13	8	0.673637864611998
VASCULAR ENDOTHELIAL GROWTH FACTOR SIGNALING PATHWAY%GOBP%GO:0038084	13	8	0.673637864611998
STABILIZATION OF P53%REACTOME DATABASE ID RELEASE 65%69541	53	27	0.677100494233937
SCF-BETA-TRCP MEDIATED DEGRADATION OF EMI1%REACTOME%R-HSA-174113.2	53	27	0.677100494233937
FBXL7 DOWN-REGULATES AURKA DURING MITOTIC ENTRY AND IN EARLY MITOSIS%REACTOME DATABASE ID RELEASE 65%8854050	53	27	0.677100494233937
CELLULAR RESPONSE TO ANTIBIOTIC%GOBP%GO:0071236	53	27	0.677100494233937
PCP CE PATHWAY%REACTOME%R-HSA-4086400.2	88	43	0.679431072210066
RNA 3'-END PROCESSING%GOBP%GO:0031123	88	43	0.679431072210066
CELL-CELL JUNCTION ORGANIZATION%GOBP%GO:0045216	77	38	0.679431072210066
HISTAMINE H1 RECEPTOR MEDIATED SIGNALING PATHWAY%PANTHER PATHWAY%P04385	38	20	0.679431072210066
GLYCOSPHINGOLIPID METABOLISM%REACTOME DATABASE ID RELEASE 65%1660662	38	20	0.679431072210066
POSITIVE REGULATION OF INTERLEUKIN-6 PRODUCTION%GOBP%GO:0032755	38	20	0.679431072210066
CHEMOKINE-MEDIATED SIGNALING PATHWAY%GOBP%GO:0070098	38	20	0.679431072210066
ACTOMYOSIN STRUCTURE ORGANIZATION%GOBP%GO:0031032	64	32	0.693063899508465
DNA BIOSYNTHETIC PROCESS%GOBP%GO:0071897	64	32	0.693063899508465
REGULATION OF PRODUCTION OF MOLECULAR MEDIATOR OF IMMUNE RESPONSE%GOBP%GO:0002700	64	32	0.693063899508465
CELL CYCLE CHECKPOINTS%REACTOME%R-HSA-69620.1	254	117	0.696457765667575
REGULATION OF APOPTOSIS%REACTOME DATABASE ID RELEASE 65%169911	51	26	0.696457765667575
VIF-MEDIATED DEGRADATION OF APOBEC3G%REACTOME DATABASE ID RELEASE 65%180585	51	26	0.696457765667575
RECEPTOR INTERNALIZATION%GOBP%GO:0031623	36	19	0.696457765667575
ANGIOGENESIS%PANTHER PATHWAY%P00005	146	69	0.699836867862969
REGULATION OF MUSCLE CONTRACTION%GOBP%GO:0006937	86	42	0.699836867862969
REGULATION OF STAT CASCADE%GOBP%GO:1904892	86	42	0.699836867862969
REGULATION OF MUSCLE CELL DIFFERENTIATION%GOBP%GO:0051147	86	42	0.699836867862969
NCRNA METABOLIC PROCESS%GOBP%GO:0034660	386	175	0.704347826086956
REGULATION OF ORNITHINE DECARBOXYLASE (ODC)%REACTOME%R-HSA-350562.1	49	25	0.713742531233026
ORGANELLE ASSEMBLY%GOBP%GO:0070925	496	223	0.717073170731707
SIGNALING BY NOTCH4%REACTOME%R-HSA-9013694.1	73	36	0.717073170731707
SIG_PIP3_SIGNALING_IN_B_LYMPHOCYTES%MSIGDB_C2%SIG_PIP3_SIGNALING_IN_B_LYMPHOCYTES	34	18	0.717073170731707
ARACHIDONIC ACID METABOLIC PROCESS%GOBP%GO:0019369	34	18	0.717073170731707
POSITIVE REGULATION OF PROGRAMMED CELL DEATH%GOBP%GO:0043068	400	181	0.720779220779221
REGULATION OF SYSTEM PROCESS%GOBP%GO:0044057	268	123	0.720779220779221
INORGANIC CATION TRANSMEMBRANE TRANSPORT%GOBP%GO:0098662	216	100	0.720779220779221
HEDGEHOG LIGAND BIOGENESIS%REACTOME DATABASE ID RELEASE 65%5358346	60	30	0.733801295896328
