name	descr	pvalue	qvalue
ANTIGEN PROCESSING AND PRESENTATION OF EXOGENOUS PEPTIDE ANTIGEN VIA MHC CLASS I, TAP-DEPENDENT%GOBP%GO:0002479	ANTIGEN PROCESSING AND PRESENTATION OF EXOGENOUS PEPTIDE ANTIGEN VIA MHC CLASS I, TAP-DEPENDENT%GOBP%GO:0002479	0.0884	0.587701317715959
REGULATION OF VASOCONSTRICTION%GOBP%GO:0019229	REGULATION OF VASOCONSTRICTION%GOBP%GO:0019229	0.0884	0.587701317715959
NEGATIVE REGULATION OF CYCLIN-DEPENDENT PROTEIN SERINE/THREONINE KINASE ACTIVITY%GOBP%GO:0045736	NEGATIVE REGULATION OF CYCLIN-DEPENDENT PROTEIN SERINE/THREONINE KINASE ACTIVITY%GOBP%GO:0045736	0.0884	0.587701317715959
NUCLEOTIDE-EXCISION REPAIR, DNA GAP FILLING%GOBP%GO:0006297	NUCLEOTIDE-EXCISION REPAIR, DNA GAP FILLING%GOBP%GO:0006297	0.0884	0.587701317715959
NCRNA 3'-END PROCESSING%GOBP%GO:0043628	NCRNA 3'-END PROCESSING%GOBP%GO:0043628	0.0884	0.587701317715959
REGULATION OF CARDIOCYTE DIFFERENTIATION%GOBP%GO:1905207	REGULATION OF CARDIOCYTE DIFFERENTIATION%GOBP%GO:1905207	0.0884	0.587701317715959
CYTOKINE SECRETION%GOBP%GO:0050663	CYTOKINE SECRETION%GOBP%GO:0050663	0.0884	0.587701317715959
RIBONUCLEOTIDE METABOLIC PROCESS%GOBP%GO:0009259	RIBONUCLEOTIDE METABOLIC PROCESS%GOBP%GO:0009259	0.0885	0.587701317715959
CELLULAR RESPONSE TO GROWTH FACTOR STIMULUS%GOBP%GO:0071363	CELLULAR RESPONSE TO GROWTH FACTOR STIMULUS%GOBP%GO:0071363	0.0887	0.587701317715959
BIOCARTA_CALCINEURIN_PATHWAY%MSIGDB_C2%BIOCARTA_CALCINEURIN_PATHWAY	BIOCARTA_CALCINEURIN_PATHWAY%MSIGDB_C2%BIOCARTA_CALCINEURIN_PATHWAY	0.0889	0.587701317715959
CELLULAR RESPONSE TO LIPOPROTEIN PARTICLE STIMULUS%GOBP%GO:0071402	CELLULAR RESPONSE TO LIPOPROTEIN PARTICLE STIMULUS%GOBP%GO:0071402	0.0889	0.587701317715959
CD4-POSITIVE, ALPHA-BETA T CELL DIFFERENTIATION%GOBP%GO:0043367	CD4-POSITIVE, ALPHA-BETA T CELL DIFFERENTIATION%GOBP%GO:0043367	0.0889	0.587701317715959
HYALURONAN METABOLIC PROCESS%GOBP%GO:0030212	HYALURONAN METABOLIC PROCESS%GOBP%GO:0030212	0.0889	0.587701317715959
N-GLYCAN PROCESSING%GOBP%GO:0006491	N-GLYCAN PROCESSING%GOBP%GO:0006491	0.0889	0.587701317715959
NEGATIVE REGULATION OF CHROMOSOME SEPARATION%GOBP%GO:1905819	NEGATIVE REGULATION OF CHROMOSOME SEPARATION%GOBP%GO:1905819	0.0889	0.587701317715959
MESONEPHRIC TUBULE MORPHOGENESIS%GOBP%GO:0072171	MESONEPHRIC TUBULE MORPHOGENESIS%GOBP%GO:0072171	0.0889	0.587701317715959
CARDIAC ATRIUM DEVELOPMENT%GOBP%GO:0003230	CARDIAC ATRIUM DEVELOPMENT%GOBP%GO:0003230	0.0889	0.587701317715959
POSITIVE REGULATION OF G-PROTEIN COUPLED RECEPTOR PROTEIN SIGNALING PATHWAY%GOBP%GO:0045745	POSITIVE REGULATION OF G-PROTEIN COUPLED RECEPTOR PROTEIN SIGNALING PATHWAY%GOBP%GO:0045745	0.0889	0.587701317715959
NEGATIVE REGULATION OF EXOCYTOSIS%GOBP%GO:0045920	NEGATIVE REGULATION OF EXOCYTOSIS%GOBP%GO:0045920	0.0889	0.587701317715959
NEGATIVE REGULATION OF SMOOTHENED SIGNALING PATHWAY%GOBP%GO:0045879	NEGATIVE REGULATION OF SMOOTHENED SIGNALING PATHWAY%GOBP%GO:0045879	0.0889	0.587701317715959
NEGATIVE REGULATION OF MITOTIC SISTER CHROMATID SEPARATION%GOBP%GO:2000816	NEGATIVE REGULATION OF MITOTIC SISTER CHROMATID SEPARATION%GOBP%GO:2000816	0.0889	0.587701317715959
POSITIVE REGULATION OF MUSCLE CONTRACTION%GOBP%GO:0045933	POSITIVE REGULATION OF MUSCLE CONTRACTION%GOBP%GO:0045933	0.0889	0.587701317715959
NITRIC OXIDE STIMULATES GUANYLATE CYCLASE%REACTOME%R-HSA-392154.1	NITRIC OXIDE STIMULATES GUANYLATE CYCLASE%REACTOME%R-HSA-392154.1	0.089	0.587701317715959
REGULATION OF CHONDROCYTE DIFFERENTIATION%GOBP%GO:0032330	REGULATION OF CHONDROCYTE DIFFERENTIATION%GOBP%GO:0032330	0.089	0.587701317715959
NEGATIVE REGULATION OF MICROTUBULE POLYMERIZATION OR DEPOLYMERIZATION%GOBP%GO:0031111	NEGATIVE REGULATION OF MICROTUBULE POLYMERIZATION OR DEPOLYMERIZATION%GOBP%GO:0031111	0.089	0.587701317715959
REGULATION OF VASCULAR ENDOTHELIAL GROWTH FACTOR RECEPTOR SIGNALING PATHWAY%GOBP%GO:0030947	REGULATION OF VASCULAR ENDOTHELIAL GROWTH FACTOR RECEPTOR SIGNALING PATHWAY%GOBP%GO:0030947	0.089	0.587701317715959
CELLULAR EXTRAVASATION%GOBP%GO:0045123	CELLULAR EXTRAVASATION%GOBP%GO:0045123	0.089	0.587701317715959
REGULATION OF MONOCYTE CHEMOTAXIS%GOBP%GO:0090025	REGULATION OF MONOCYTE CHEMOTAXIS%GOBP%GO:0090025	0.089	0.587701317715959
NEGATIVE REGULATION OF OSTEOBLAST DIFFERENTIATION%GOBP%GO:0045668	NEGATIVE REGULATION OF OSTEOBLAST DIFFERENTIATION%GOBP%GO:0045668	0.089	0.587701317715959
ADP SIGNALLING THROUGH P2Y PURINOCEPTOR 1%REACTOME%R-HSA-418592.2	ADP SIGNALLING THROUGH P2Y PURINOCEPTOR 1%REACTOME%R-HSA-418592.2	0.0892	0.587701317715959
NUCLEOTIDE SALVAGE%REACTOME DATABASE ID RELEASE 65%8956321	NUCLEOTIDE SALVAGE%REACTOME DATABASE ID RELEASE 65%8956321	0.0892	0.587701317715959
RUNX2 REGULATES OSTEOBLAST DIFFERENTIATION%REACTOME DATABASE ID RELEASE 65%8940973	RUNX2 REGULATES OSTEOBLAST DIFFERENTIATION%REACTOME DATABASE ID RELEASE 65%8940973	0.0892	0.587701317715959
SEGMENTATION%GOBP%GO:0035282	SEGMENTATION%GOBP%GO:0035282	0.0892	0.587701317715959
EPIBOLY%GOBP%GO:0090504	EPIBOLY%GOBP%GO:0090504	0.0892	0.587701317715959
HEXOSE TRANSMEMBRANE TRANSPORT%GOBP%GO:0008645	HEXOSE TRANSMEMBRANE TRANSPORT%GOBP%GO:0008645	0.0892	0.587701317715959
PID_REG_GR_PATHWAY%MSIGDB_C2%PID_REG_GR_PATHWAY	PID_REG_GR_PATHWAY%MSIGDB_C2%PID_REG_GR_PATHWAY	0.0896	0.588613138686131
GLUCOCORTICOID RECEPTOR REGULATORY NETWORK%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%GLUCOCORTICOID RECEPTOR REGULATORY NETWORK	GLUCOCORTICOID RECEPTOR REGULATORY NETWORK%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%GLUCOCORTICOID RECEPTOR REGULATORY NETWORK	0.0896	0.588613138686131
CYCLIC-NUCLEOTIDE-MEDIATED SIGNALING%GOBP%GO:0019935	CYCLIC-NUCLEOTIDE-MEDIATED SIGNALING%GOBP%GO:0019935	0.0896	0.588613138686131
NEGATIVE REGULATION OF TRANSMEMBRANE TRANSPORT%GOBP%GO:0034763	NEGATIVE REGULATION OF TRANSMEMBRANE TRANSPORT%GOBP%GO:0034763	0.0896	0.588613138686131
REGULATION OF LEUKOCYTE MIGRATION%GOBP%GO:0002685	REGULATION OF LEUKOCYTE MIGRATION%GOBP%GO:0002685	0.0905	0.593226511289148
SIGNALING BY PTK6%REACTOME DATABASE ID RELEASE 65%8848021	SIGNALING BY PTK6%REACTOME DATABASE ID RELEASE 65%8848021	0.0905	0.593226511289148
SIGNALING BY NON-RECEPTOR TYROSINE KINASES%REACTOME%R-HSA-9006927.2	SIGNALING BY NON-RECEPTOR TYROSINE KINASES%REACTOME%R-HSA-9006927.2	0.0905	0.593226511289148
CELL CYCLE G1/S PHASE TRANSITION%GOBP%GO:0044843	CELL CYCLE G1/S PHASE TRANSITION%GOBP%GO:0044843	0.0908	0.594759825327511
CALCIUM ION TRANSMEMBRANE TRANSPORT%GOBP%GO:0070588	CALCIUM ION TRANSMEMBRANE TRANSPORT%GOBP%GO:0070588	0.091	0.595636363636364
NEGATIVE REGULATION OF PEPTIDE SECRETION%GOBP%GO:0002792	NEGATIVE REGULATION OF PEPTIDE SECRETION%GOBP%GO:0002792	0.0923	0.603706395348837
DNA DAMAGE BYPASS%REACTOME DATABASE ID RELEASE 65%73893	DNA DAMAGE BYPASS%REACTOME DATABASE ID RELEASE 65%73893	0.093	0.606521739130435
RHO PROTEIN SIGNAL TRANSDUCTION%GOBP%GO:0007266	RHO PROTEIN SIGNAL TRANSDUCTION%GOBP%GO:0007266	0.093	0.606521739130435
OUTFLOW TRACT MORPHOGENESIS%GOBP%GO:0003151	OUTFLOW TRACT MORPHOGENESIS%GOBP%GO:0003151	0.093	0.606521739130435
GLYCOSAMINOGLYCAN CATABOLIC PROCESS%GOBP%GO:0006027	GLYCOSAMINOGLYCAN CATABOLIC PROCESS%GOBP%GO:0006027	0.093	0.606521739130435
DEFENSE RESPONSE TO VIRUS%GOBP%GO:0051607	DEFENSE RESPONSE TO VIRUS%GOBP%GO:0051607	0.0938	0.611296162201303
MULTI-ORGANISM REPRODUCTIVE PROCESS%GOBP%GO:0044703	MULTI-ORGANISM REPRODUCTIVE PROCESS%GOBP%GO:0044703	0.0943	0.61410998552822
AUTODEGRADATION OF CDH1 BY CDH1:APC C%REACTOME DATABASE ID RELEASE 65%174084	AUTODEGRADATION OF CDH1 BY CDH1:APC C%REACTOME DATABASE ID RELEASE 65%174084	0.0951	0.617532467532468
ASYMMETRIC LOCALIZATION OF PCP PROTEINS%REACTOME DATABASE ID RELEASE 65%4608870	ASYMMETRIC LOCALIZATION OF PCP PROTEINS%REACTOME DATABASE ID RELEASE 65%4608870	0.0951	0.617532467532468
MUSCLE CELL DEVELOPMENT%GOBP%GO:0055001	MUSCLE CELL DEVELOPMENT%GOBP%GO:0055001	0.0951	0.617532467532468
VASCULAR ENDOTHELIAL GROWTH FACTOR RECEPTOR SIGNALING PATHWAY%GOBP%GO:0048010	VASCULAR ENDOTHELIAL GROWTH FACTOR RECEPTOR SIGNALING PATHWAY%GOBP%GO:0048010	0.0951	0.617532467532468
RIBOSE PHOSPHATE METABOLIC PROCESS%GOBP%GO:0019693	RIBOSE PHOSPHATE METABOLIC PROCESS%GOBP%GO:0019693	0.0952	0.61773612112473
ANGIOPOIETIN RECEPTOR TIE2-MEDIATED SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%ANGIOPOIETIN RECEPTOR TIE2-MEDIATED SIGNALING	ANGIOPOIETIN RECEPTOR TIE2-MEDIATED SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%ANGIOPOIETIN RECEPTOR TIE2-MEDIATED SIGNALING	0.0956	0.619438444924406
POSITIVE REGULATION OF MYELOID CELL DIFFERENTIATION%GOBP%GO:0045639	POSITIVE REGULATION OF MYELOID CELL DIFFERENTIATION%GOBP%GO:0045639	0.0956	0.619438444924406
POSITIVE REGULATION OF HYDROLASE ACTIVITY%GOBP%GO:0051345	POSITIVE REGULATION OF HYDROLASE ACTIVITY%GOBP%GO:0051345	0.0958	0.620287769784173
RHO GTPASES ACTIVATE FORMINS%REACTOME%R-HSA-5663220.1	RHO GTPASES ACTIVATE FORMINS%REACTOME%R-HSA-5663220.1	0.096	0.621135873472322
POSITIVE REGULATION OF MONONUCLEAR CELL PROLIFERATION%GOBP%GO:0032946	POSITIVE REGULATION OF MONONUCLEAR CELL PROLIFERATION%GOBP%GO:0032946	0.0998	0.645258620689655
PEPTIDE LIGAND-BINDING RECEPTORS%REACTOME%R-HSA-375276.4	PEPTIDE LIGAND-BINDING RECEPTORS%REACTOME%R-HSA-375276.4	0.101	0.645847176079734
PID_THROMBIN_PAR1_PATHWAY%MSIGDB_C2%PID_THROMBIN_PAR1_PATHWAY	PID_THROMBIN_PAR1_PATHWAY%MSIGDB_C2%PID_THROMBIN_PAR1_PATHWAY	0.101	0.645847176079734
PAR1-MEDIATED THROMBIN SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%PAR1-MEDIATED THROMBIN SIGNALING EVENTS	PAR1-MEDIATED THROMBIN SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%PAR1-MEDIATED THROMBIN SIGNALING EVENTS	0.101	0.645847176079734
DUAL INCISION IN GG-NER%REACTOME%R-HSA-5696400.1	DUAL INCISION IN GG-NER%REACTOME%R-HSA-5696400.1	0.101	0.645847176079734
PURINE RIBONUCLEOTIDE METABOLIC PROCESS%GOBP%GO:0009150	PURINE RIBONUCLEOTIDE METABOLIC PROCESS%GOBP%GO:0009150	0.102	0.645847176079734
REGULATION OF CARBOHYDRATE METABOLIC PROCESS%GOBP%GO:0006109	REGULATION OF CARBOHYDRATE METABOLIC PROCESS%GOBP%GO:0006109	0.103	0.645847176079734
RESPONSE TO ANTIBIOTIC%GOBP%GO:0046677	RESPONSE TO ANTIBIOTIC%GOBP%GO:0046677	0.103	0.645847176079734
REGULATION OF PROTEIN LOCALIZATION TO NUCLEUS%GOBP%GO:1900180	REGULATION OF PROTEIN LOCALIZATION TO NUCLEUS%GOBP%GO:1900180	0.103	0.645847176079734
CARDIAC VENTRICLE DEVELOPMENT%GOBP%GO:0003231	CARDIAC VENTRICLE DEVELOPMENT%GOBP%GO:0003231	0.104	0.645847176079734
REGULATION OF BLOOD PRESSURE%GOBP%GO:0008217	REGULATION OF BLOOD PRESSURE%GOBP%GO:0008217	0.106	0.645847176079734
POSITIVE REGULATION OF SMALL MOLECULE METABOLIC PROCESS%GOBP%GO:0062013	POSITIVE REGULATION OF SMALL MOLECULE METABOLIC PROCESS%GOBP%GO:0062013	0.106	0.645847176079734
ACTION POTENTIAL%GOBP%GO:0001508	ACTION POTENTIAL%GOBP%GO:0001508	0.106	0.645847176079734
IL12-MEDIATED SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%IL12-MEDIATED SIGNALING EVENTS	IL12-MEDIATED SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%IL12-MEDIATED SIGNALING EVENTS	0.107	0.645847176079734
PID_AURORA_B_PATHWAY%MSIGDB_C2%PID_AURORA_B_PATHWAY	PID_AURORA_B_PATHWAY%MSIGDB_C2%PID_AURORA_B_PATHWAY	0.107	0.645847176079734
AURORA B SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%AURORA B SIGNALING	AURORA B SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%AURORA B SIGNALING	0.107	0.645847176079734
REGULATION OF LYMPHOCYTE MIGRATION%GOBP%GO:2000401	REGULATION OF LYMPHOCYTE MIGRATION%GOBP%GO:2000401	0.107	0.645847176079734
EMBRYONIC SKELETAL SYSTEM DEVELOPMENT%GOBP%GO:0048706	EMBRYONIC SKELETAL SYSTEM DEVELOPMENT%GOBP%GO:0048706	0.107	0.645847176079734
POSITIVE REGULATION OF STRESS FIBER ASSEMBLY%GOBP%GO:0051496	POSITIVE REGULATION OF STRESS FIBER ASSEMBLY%GOBP%GO:0051496	0.107	0.645847176079734
HISTIDINE DEGRADATION III%HUMANCYC%PWY-5030	HISTIDINE DEGRADATION III%HUMANCYC%PWY-5030	0.108	0.645847176079734
CLASS IB PI3K NON-LIPID KINASE EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%CLASS IB PI3K NON-LIPID KINASE EVENTS	CLASS IB PI3K NON-LIPID KINASE EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%CLASS IB PI3K NON-LIPID KINASE EVENTS	0.108	0.645847176079734
PLK3 SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%PLK3 SIGNALING EVENTS	PLK3 SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%PLK3 SIGNALING EVENTS	0.108	0.645847176079734
SIGNALING BY ACTIVATED POINT MUTANTS OF FGFR3%REACTOME%R-HSA-1839130.1	SIGNALING BY ACTIVATED POINT MUTANTS OF FGFR3%REACTOME%R-HSA-1839130.1	0.108	0.645847176079734
RELEASE OF HH-NP FROM THE SECRETING CELL%REACTOME%R-HSA-5362798.1	RELEASE OF HH-NP FROM THE SECRETING CELL%REACTOME%R-HSA-5362798.1	0.108	0.645847176079734
CHYLOMICRON REMODELING%REACTOME%R-HSA-8963901.1	CHYLOMICRON REMODELING%REACTOME%R-HSA-8963901.1	0.108	0.645847176079734
PHOSPHOLIPASE C-MEDIATED CASCADE: FGFR1%REACTOME%R-HSA-5654219.2	PHOSPHOLIPASE C-MEDIATED CASCADE: FGFR1%REACTOME%R-HSA-5654219.2	0.108	0.645847176079734
FGFR3 MUTANT RECEPTOR ACTIVATION%REACTOME DATABASE ID RELEASE 65%2033514	FGFR3 MUTANT RECEPTOR ACTIVATION%REACTOME DATABASE ID RELEASE 65%2033514	0.108	0.645847176079734
WNT5A-DEPENDENT INTERNALIZATION OF FZD2, FZD5 AND ROR2%REACTOME%R-HSA-5140745.1	WNT5A-DEPENDENT INTERNALIZATION OF FZD2, FZD5 AND ROR2%REACTOME%R-HSA-5140745.1	0.108	0.645847176079734
PHOSPHOLIPASE C-MEDIATED CASCADE; FGFR3%REACTOME DATABASE ID RELEASE 65%5654227	PHOSPHOLIPASE C-MEDIATED CASCADE; FGFR3%REACTOME DATABASE ID RELEASE 65%5654227	0.108	0.645847176079734
MET INTERACTS WITH TNS PROTEINS%REACTOME%R-HSA-8875513.1	MET INTERACTS WITH TNS PROTEINS%REACTOME%R-HSA-8875513.1	0.108	0.645847176079734
BETA OXIDATION OF HEXANOYL-COA TO BUTANOYL-COA%REACTOME DATABASE ID RELEASE 65%77350	BETA OXIDATION OF HEXANOYL-COA TO BUTANOYL-COA%REACTOME DATABASE ID RELEASE 65%77350	0.108	0.645847176079734
CELLULAR RESPONSE TO CGMP%GOBP%GO:0071321	CELLULAR RESPONSE TO CGMP%GOBP%GO:0071321	0.108	0.645847176079734
SPERMATID NUCLEUS DIFFERENTIATION%GOBP%GO:0007289	SPERMATID NUCLEUS DIFFERENTIATION%GOBP%GO:0007289	0.108	0.645847176079734
NEGATIVE REGULATION OF MACROPHAGE DIFFERENTIATION%GOBP%GO:0045650	NEGATIVE REGULATION OF MACROPHAGE DIFFERENTIATION%GOBP%GO:0045650	0.108	0.645847176079734
METANEPHRIC MESENCHYMAL CELL DIFFERENTIATION%GOBP%GO:0072162	METANEPHRIC MESENCHYMAL CELL DIFFERENTIATION%GOBP%GO:0072162	0.108	0.645847176079734
NEGATIVE REGULATION OF RESPONSE TO FOOD%GOBP%GO:0032096	NEGATIVE REGULATION OF RESPONSE TO FOOD%GOBP%GO:0032096	0.108	0.645847176079734
ENDOTHELIAL CELL APOPTOTIC PROCESS%GOBP%GO:0072577	ENDOTHELIAL CELL APOPTOTIC PROCESS%GOBP%GO:0072577	0.108	0.645847176079734
RESPONSE TO ANTICOAGULANT%GOBP%GO:0061476	RESPONSE TO ANTICOAGULANT%GOBP%GO:0061476	0.108	0.645847176079734
NEGATIVE REGULATION OF APPETITE%GOBP%GO:0032099	NEGATIVE REGULATION OF APPETITE%GOBP%GO:0032099	0.108	0.645847176079734
SMOOTH MUSCLE CELL MIGRATION%GOBP%GO:0014909	SMOOTH MUSCLE CELL MIGRATION%GOBP%GO:0014909	0.108	0.645847176079734
CARDIAC CHAMBER FORMATION%GOBP%GO:0003207	CARDIAC CHAMBER FORMATION%GOBP%GO:0003207	0.108	0.645847176079734
PYRIMIDINE RIBONUCLEOTIDE METABOLIC PROCESS%GOBP%GO:0009218	PYRIMIDINE RIBONUCLEOTIDE METABOLIC PROCESS%GOBP%GO:0009218	0.108	0.645847176079734
REGULATION OF ADIPONECTIN SECRETION%GOBP%GO:0070163	REGULATION OF ADIPONECTIN SECRETION%GOBP%GO:0070163	0.108	0.645847176079734
REGULATION OF SYSTEMIC ARTERIAL BLOOD PRESSURE BY NOREPINEPHRINE-EPINEPHRINE%GOBP%GO:0001993	REGULATION OF SYSTEMIC ARTERIAL BLOOD PRESSURE BY NOREPINEPHRINE-EPINEPHRINE%GOBP%GO:0001993	0.108	0.645847176079734
POSITIVE REGULATION OF LIPOPOLYSACCHARIDE-MEDIATED SIGNALING PATHWAY%GOBP%GO:0031666	POSITIVE REGULATION OF LIPOPOLYSACCHARIDE-MEDIATED SIGNALING PATHWAY%GOBP%GO:0031666	0.108	0.645847176079734
POSITIVE REGULATION OF LIPOPROTEIN PARTICLE CLEARANCE%GOBP%GO:0010986	POSITIVE REGULATION OF LIPOPROTEIN PARTICLE CLEARANCE%GOBP%GO:0010986	0.108	0.645847176079734
NEGATIVE REGULATION OF T CELL DIFFERENTIATION IN THYMUS%GOBP%GO:0033085	NEGATIVE REGULATION OF T CELL DIFFERENTIATION IN THYMUS%GOBP%GO:0033085	0.108	0.645847176079734
INTERFERON-GAMMA SECRETION%GOBP%GO:0072643	INTERFERON-GAMMA SECRETION%GOBP%GO:0072643	0.108	0.645847176079734
RNA LOCALIZATION TO CAJAL BODY%GOBP%GO:0090670	RNA LOCALIZATION TO CAJAL BODY%GOBP%GO:0090670	0.108	0.645847176079734
SHORT-CHAIN FATTY ACID METABOLIC PROCESS%GOBP%GO:0046459	SHORT-CHAIN FATTY ACID METABOLIC PROCESS%GOBP%GO:0046459	0.108	0.645847176079734
POSITIVE REGULATION OF PHOSPHATIDYLINOSITOL BIOSYNTHETIC PROCESS%GOBP%GO:0010513	POSITIVE REGULATION OF PHOSPHATIDYLINOSITOL BIOSYNTHETIC PROCESS%GOBP%GO:0010513	0.108	0.645847176079734
REGULATION OF FEVER GENERATION%GOBP%GO:0031620	REGULATION OF FEVER GENERATION%GOBP%GO:0031620	0.108	0.645847176079734
NEGATIVE REGULATION OF IMMUNOGLOBULIN MEDIATED IMMUNE RESPONSE%GOBP%GO:0002890	NEGATIVE REGULATION OF IMMUNOGLOBULIN MEDIATED IMMUNE RESPONSE%GOBP%GO:0002890	0.108	0.645847176079734
POSITIVE REGULATION OF SKELETAL MUSCLE CELL DIFFERENTIATION%GOBP%GO:2001016	POSITIVE REGULATION OF SKELETAL MUSCLE CELL DIFFERENTIATION%GOBP%GO:2001016	0.108	0.645847176079734
ELASTIC FIBER ASSEMBLY%GOBP%GO:0048251	ELASTIC FIBER ASSEMBLY%GOBP%GO:0048251	0.108	0.645847176079734
RRNA TRANSPORT%GOBP%GO:0051029	RRNA TRANSPORT%GOBP%GO:0051029	0.108	0.645847176079734
POSITIVE REGULATION OF RNA EXPORT FROM NUCLEUS%GOBP%GO:0046833	POSITIVE REGULATION OF RNA EXPORT FROM NUCLEUS%GOBP%GO:0046833	0.108	0.645847176079734
REGULATION OF INTERFERON-BETA SECRETION%GOBP%GO:0035547	REGULATION OF INTERFERON-BETA SECRETION%GOBP%GO:0035547	0.108	0.645847176079734
MONOAMINE TRANSPORT%GOBP%GO:0015844	MONOAMINE TRANSPORT%GOBP%GO:0015844	0.108	0.645847176079734
CELLULAR LACTAM METABOLIC PROCESS%GOBP%GO:0072338	CELLULAR LACTAM METABOLIC PROCESS%GOBP%GO:0072338	0.108	0.645847176079734
POSITIVE REGULATION OF OSTEOBLAST PROLIFERATION%GOBP%GO:0033690	POSITIVE REGULATION OF OSTEOBLAST PROLIFERATION%GOBP%GO:0033690	0.108	0.645847176079734
POSITIVE REGULATION OF HEAT GENERATION%GOBP%GO:0031652	POSITIVE REGULATION OF HEAT GENERATION%GOBP%GO:0031652	0.108	0.645847176079734
NEGATIVE REGULATION OF MYELOID LEUKOCYTE MEDIATED IMMUNITY%GOBP%GO:0002887	NEGATIVE REGULATION OF MYELOID LEUKOCYTE MEDIATED IMMUNITY%GOBP%GO:0002887	0.108	0.645847176079734
POSITIVE REGULATION OF TAU-PROTEIN KINASE ACTIVITY%GOBP%GO:1902949	POSITIVE REGULATION OF TAU-PROTEIN KINASE ACTIVITY%GOBP%GO:1902949	0.108	0.645847176079734
PLATELET-DERIVED GROWTH FACTOR RECEPTOR-BETA SIGNALING PATHWAY%GOBP%GO:0035791	PLATELET-DERIVED GROWTH FACTOR RECEPTOR-BETA SIGNALING PATHWAY%GOBP%GO:0035791	0.108	0.645847176079734
REGULATION OF GLUCOCORTICOID BIOSYNTHETIC PROCESS%GOBP%GO:0031946	REGULATION OF GLUCOCORTICOID BIOSYNTHETIC PROCESS%GOBP%GO:0031946	0.108	0.645847176079734
REGULATION OF CORTISOL BIOSYNTHETIC PROCESS%GOBP%GO:2000064	REGULATION OF CORTISOL BIOSYNTHETIC PROCESS%GOBP%GO:2000064	0.108	0.645847176079734
ANGIOTENSIN-ACTIVATED SIGNALING PATHWAY%GOBP%GO:0038166	ANGIOTENSIN-ACTIVATED SIGNALING PATHWAY%GOBP%GO:0038166	0.108	0.645847176079734
PROXIMAL/DISTAL PATTERN FORMATION%GOBP%GO:0009954	PROXIMAL/DISTAL PATTERN FORMATION%GOBP%GO:0009954	0.108	0.645847176079734
POSITIVE REGULATION OF NUCLEOBASE-CONTAINING COMPOUND TRANSPORT%GOBP%GO:0032241	POSITIVE REGULATION OF NUCLEOBASE-CONTAINING COMPOUND TRANSPORT%GOBP%GO:0032241	0.108	0.645847176079734
REGULATION OF THYMOCYTE APOPTOTIC PROCESS%GOBP%GO:0070243	REGULATION OF THYMOCYTE APOPTOTIC PROCESS%GOBP%GO:0070243	0.108	0.645847176079734
SCARNA LOCALIZATION TO CAJAL BODY%GOBP%GO:0090666	SCARNA LOCALIZATION TO CAJAL BODY%GOBP%GO:0090666	0.108	0.645847176079734
POSITIVE REGULATION OF FEVER GENERATION%GOBP%GO:0031622	POSITIVE REGULATION OF FEVER GENERATION%GOBP%GO:0031622	0.108	0.645847176079734
DETERMINATION OF DIGESTIVE TRACT LEFT/RIGHT ASYMMETRY%GOBP%GO:0071907	DETERMINATION OF DIGESTIVE TRACT LEFT/RIGHT ASYMMETRY%GOBP%GO:0071907	0.108	0.645847176079734
NEGATIVE REGULATION OF LEUKOCYTE ADHESION TO VASCULAR ENDOTHELIAL CELL%GOBP%GO:1904995	NEGATIVE REGULATION OF LEUKOCYTE ADHESION TO VASCULAR ENDOTHELIAL CELL%GOBP%GO:1904995	0.108	0.645847176079734
REGULATION OF RNA POLYMERASE II REGULATORY REGION SEQUENCE-SPECIFIC DNA BINDING%GOBP%GO:1903025	REGULATION OF RNA POLYMERASE II REGULATORY REGION SEQUENCE-SPECIFIC DNA BINDING%GOBP%GO:1903025	0.108	0.645847176079734
PHOSPHOLIPASE C-ACTIVATING DOPAMINE RECEPTOR SIGNALING PATHWAY%GOBP%GO:0060158	PHOSPHOLIPASE C-ACTIVATING DOPAMINE RECEPTOR SIGNALING PATHWAY%GOBP%GO:0060158	0.108	0.645847176079734
MATURE RIBOSOME ASSEMBLY%GOBP%GO:0042256	MATURE RIBOSOME ASSEMBLY%GOBP%GO:0042256	0.108	0.645847176079734
